Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name
ENSGALG00000052188	2	92416845	92429809	1	
ENSGALG00000053513	14	6596941	6598979	-1	
ENSGALG00000047128	2	92062890	92113522	1	
ENSGALG00000050949	2	91897979	91899616	-1	
ENSGALG00000051688	6	27260350	27270889	1	
ENSGALG00000048783	6	27225590	27235541	1	
ENSGALG00000051591	26	2648119	2652984	1	
ENSGALG00000011405	2	38388128	38516426	-1	SLC4A7
ENSGALG00000042642	2	457092	458880	1	RARRES2
ENSGALG00000037616	6	26929409	26933520	-1	
ENSGALG00000054331	6	26899991	26916301	1	
ENSGALG00000042030	1	196016274	196022241	1	P4HA3
ENSGALG00000000441	26	1438259	1442793	-1	KCNA10
ENSGALG00000051741	14	6104674	6108463	-1	
ENSGALG00000054720	6	26867323	26898489	1	
ENSGALG00000052109	14	6036070	6038423	-1	
ENSGALG00000054816	14	6030110	6033002	-1	
ENSGALG00000054969	6	26854632	26873479	1	
ENSGALG00000053289	14	6006199	6010389	-1	
ENSGALG00000046701	31	719299	724721	-1	
ENSGALG00000016868	1	144950412	145152965	1	NALCN
ENSGALG00000053667	1	93356698	93367762	1	
ENSGALG00000019355	1	35503179	35528253	1	CPSF6
ENSGALG00000047123	14	5969275	5975391	-1	
ENSGALG00000051464	14	5844133	5864307	-1	
ENSGALG00000050079	AADN05001232.1	519	4410	1	
ENSGALG00000054218	1	186675217	186688775	-1	
ENSGALG00000052229	1	187582455	187586281	-1	
ENSGALG00000052909	1	187579959	187583742	1	
ENSGALG00000048074	25	3855579	3857110	1	
ENSGALG00000049645	1	187531770	187568384	1	
ENSGALG00000053676	25	3854980	3857110	-1	
ENSGALG00000054623	1	187166125	187185299	1	
ENSGALG00000047778	1	186481898	186486054	1	
ENSGALG00000051592	1	186189506	186203613	-1	
ENSGALG00000053530	26	2880212	2882943	1	
ENSGALG00000047896	25	3809670	3812556	1	
ENSGALG00000054022	1	185912084	185975486	-1	
ENSGALG00000047875	1	196007314	196008356	1	
ENSGALG00000009510	5	29068716	29074495	-1	PIGH
ENSGALG00000004562	15	6282908	6293393	-1	HVCN1
ENSGALG00000000650	11	18933246	18934623	1	NIP7
ENSGALG00000028960	1	196009412	196013046	1	NEU3
ENSGALG00000051242	31	684339	689517	-1	
ENSGALG00000039816	25	3791789	3805310	1	
ENSGALG00000053862	25	3773621	3777349	-1	
ENSGALG00000047983	1	185849508	185992637	1	
ENSGALG00000047270	26	2361133	2365315	1	
ENSGALG00000050587	1	185710623	185712905	-1	
ENSGALG00000018702	25	3764215	3767662	1	
ENSGALG00000042995	26	2214429	2216731	-1	
ENSGALG00000040336	25	3761139	3764402	-1	
ENSGALG00000047570	25	3757434	3763309	1	
ENSGALG00000049963	26	2133710	2139851	-1	
ENSGALG00000054594	26	2117323	2125297	-1	
ENSGALG00000038926	2	446008	452615	-1	
ENSGALG00000040002	25	2471754	2479000	-1	
ENSGALG00000008411	12	19849378	19852107	-1	GHRL
ENSGALG00000013026	1	61644952	61654448	-1	HDHD5
ENSGALG00000047751	25	3476789	3478915	-1	
ENSGALG00000044191	26	2104564	2109597	-1	
ENSGALG00000052681	25	3476789	3479574	1	
ENSGALG00000051835	26	1664482	1666287	1	
ENSGALG00000047898	25	3468985	3475259	-1	
ENSGALG00000028346	26	1576880	1580042	-1	
ENSGALG00000048377	25	3466995	3468867	-1	
ENSGALG00000053036	26	1576316	1581262	1	
ENSGALG00000049021	25	3301785	3303773	-1	
ENSGALG00000052744	26	1523211	1526220	-1	
ENSGALG00000051668	25	3057183	3090868	1	
ENSGALG00000048581	AADN05001283.1	392	12744	1	
ENSGALG00000046959	25	3037748	3040477	1	
ENSGALG00000051307	AADN05001283.1	392	14996	-1	
ENSGALG00000054815	25	3035641	3040477	-1	
ENSGALG00000008428	7	11591958	11617897	1	CDK15
ENSGALG00000003727	28	4303372	4312690	1	HAUS8
ENSGALG00000050713	KZ626835.1	1173558	1183743	1	
ENSGALG00000049946	25	2797633	2802536	-1	
ENSGALG00000054360	25	2696014	2698297	-1	
ENSGALG00000053624	25	2645368	2658858	1	
ENSGALG00000051467	25	2481999	2487729	1	
ENSGALG00000037026	25	2449884	2452245	-1	
ENSGALG00000047991	21	5118510	5122193	-1	
ENSGALG00000054006	25	2065059	2069008	-1	
ENSGALG00000044688	21	4845445	4847413	-1	
ENSGALG00000036839	KZ626835.1	1142370	1144523	-1	
ENSGALG00000033093	21	4432087	4444598	1	
ENSGALG00000048852	KZ626835.1	1139882	1142250	1	
ENSGALG00000054830	KZ626835.1	1085466	1107710	1	
ENSGALG00000051379	21	4241333	4249983	1	
ENSGALG00000054638	KZ626835.1	1018502	1020816	1	
ENSGALG00000047243	21	4058938	4060608	1	
ENSGALG00000053488	21	4054061	4058696	-1	
ENSGALG00000054980	KZ626835.1	956037	996025	1	
ENSGALG00000035783	KZ626835.1	842353	935679	-1	
ENSGALG00000049062	KZ626835.1	558887	581133	1	
ENSGALG00000016535	3	104865999	104903427	1	RAB10
ENSGALG00000033271	33	7260322	7265353	-1	PFKM
ENSGALG00000049243	KZ626835.1	531844	560177	1	
ENSGALG00000040133	KZ626835.1	418070	420043	1	
ENSGALG00000048812	AADN05001513.1	15857	30290	1	
ENSGALG00000050538	KZ626835.1	210614	379795	-1	
ENSGALG00000048485	AADN05001513.1	6053	14739	1	
ENSGALG00000037178	AADN05001513.1	4265	24678	-1	
ENSGALG00000039919	KZ626835.1	99172	123252	1	
ENSGALG00000048111	KZ626835.1	6404	13910	-1	
ENSGALG00000052548	Z	33153703	33189587	-1	
ENSGALG00000054261	Z	32274970	32281085	1	
ENSGALG00000054332	Z	32263422	32278000	-1	
ENSGALG00000049291	Z	31701447	31710255	1	
ENSGALG00000045154	Z	31556831	31559960	1	
ENSGALG00000051724	Z	31548048	31554526	1	
ENSGALG00000054392	Z	31511854	31533487	1	
ENSGALG00000047147	19	4858039	4865572	1	
ENSGALG00000054047	19	4406275	4410443	-1	
ENSGALG00000001885	19	4324550	4326231	-1	
ENSGALG00000030792	19	4258521	4273329	1	
ENSGALG00000045366	19	3835685	3845862	1	
ENSGALG00000050718	19	3832334	3894357	-1	
ENSGALG00000048274	19	3636816	3646782	1	
ENSGALG00000052222	1	71152949	71198586	1	
ENSGALG00000050957	1	71423218	71432918	-1	
ENSGALG00000047503	1	71095001	71103367	1	
ENSGALG00000046905	1	71079171	71088003	1	
ENSGALG00000047006	31	655371	658250	1	
ENSGALG00000008627	3	15979242	16071844	1	TTBK1
ENSGALG00000052440	3	19718178	19745297	1	
ENSGALG00000035970	1	71078664	71102509	-1	
ENSGALG00000043126	11	18930459	18933187	-1	
ENSGALG00000019036	1	196002497	196007134	1	SPCS2
ENSGALG00000019961	3	56867709	56881574	1	SLC18B1
ENSGALG00000047660	3	19689945	19692903	1	
ENSGALG00000035817	22	3663104	3667638	-1	CIAO1
ENSGALG00000017309	1	195964053	195983561	1	RNF169
ENSGALG00000053582	31	632100	637113	-1	
ENSGALG00000049986	2	438560	441521	-1	
ENSGALG00000034434	10	20466253	20469686	-1	IDH2
ENSGALG00000049153	11	18929070	18930317	-1	PDF
ENSGALG00000016867	1	144799552	144931151	-1	ITGBL1
ENSGALG00000049917	31	467852	472876	1	
ENSGALG00000010481	8	22291565	22304065	1	CMPK1
ENSGALG00000024890	3	56860984	56861056	-1	SNORD101
ENSGALG00000049619	3	19618406	19641933	1	
ENSGALG00000052475	1	70998365	71044668	1	
ENSGALG00000048119	1	70943548	70962480	1	
ENSGALG00000048877	1	70828574	70832566	1	
ENSGALG00000055063	3	19367086	19382333	-1	
ENSGALG00000053735	1	70450458	70453343	-1	
ENSGALG00000047278	3	19330753	19335840	-1	
ENSGALG00000052754	1	70168390	70173255	-1	
ENSGALG00000051934	3	19275637	19277253	1	
ENSGALG00000051126	3	19271681	19276454	-1	
ENSGALG00000051814	1	70125365	70142884	-1	
ENSGALG00000047985	3	19007786	19015348	1	
ENSGALG00000047040	1	70001581	70006787	1	
ENSGALG00000053755	3	18670788	18682168	-1	
ENSGALG00000053880	3	18587590	18590550	-1	
ENSGALG00000053049	3	18485654	18493024	-1	
ENSGALG00000052742	3	18188247	18289111	1	
ENSGALG00000050792	2	97516666	97720137	1	
ENSGALG00000040227	2	96701744	96712496	1	
ENSGALG00000051366	2	96429401	96432220	-1	
ENSGALG00000052322	2	96342304	96364159	-1	
ENSGALG00000047337	23	6000981	6009171	1	
ENSGALG00000050698	2	96295556	96363339	-1	
ENSGALG00000051964	23	5831399	5834748	-1	
ENSGALG00000054008	2	96293974	96356213	1	
ENSGALG00000043630	1	153464867	153537471	1	
ENSGALG00000047731	2	96284189	96297467	-1	
ENSGALG00000036292	2	96055647	96082504	1	
ENSGALG00000051860	22	3647323	3649164	-1	
ENSGALG00000009674	4	25336747	25380396	-1	CLCN3
ENSGALG00000001862	18	4293769	4305245	1	ST6GALNAC1
ENSGALG00000048465	31	368614	371313	1	
ENSGALG00000053459	2	95997917	96176505	-1	
ENSGALG00000006947	9	12794254	12807370	-1	BDH1A
ENSGALG00000008415	7	11545922	11578947	-1	ALS2
ENSGALG00000047928	1	152280702	152303975	1	
ENSGALG00000054204	1	152259670	152336254	-1	
ENSGALG00000050654	2	95866480	95976446	1	
ENSGALG00000049340	1	151971805	151977573	-1	
ENSGALG00000052573	22	3631644	3634894	-1	UBE2S
ENSGALG00000053976	3	56859648	56859747	-1	gga-mir-1454
ENSGALG00000054293	23	4640811	4651764	-1	
ENSGALG00000047326	2	13904759	13912804	-1	
ENSGALG00000037396	33	7256756	7259786	1	ASB8
ENSGALG00000051243	2	13650517	13660026	1	
ENSGALG00000052963	2	13631816	13644848	1	
ENSGALG00000047831	2	13584428	13604293	1	
ENSGALG00000052446	2	13487193	13527921	-1	
ENSGALG00000051541	2	13134930	13136981	1	
ENSGALG00000049430	2	12791965	12835141	-1	
ENSGALG00000051249	2	12752387	12765120	-1	
ENSGALG00000054177	AADN05001402.1	1738	3035	1	
ENSGALG00000055051	2	12604808	12736096	-1	
ENSGALG00000048782	2	12327069	12341035	1	
ENSGALG00000047445	2	12051825	12062049	-1	
ENSGALG00000055126	2	11982458	12012740	1	
ENSGALG00000040107	AADN05001272.1	3176	8629	1	
ENSGALG00000050245	AADN05001272.1	731	3585	-1	
ENSGALG00000047351	4	41675513	41678438	-1	
ENSGALG00000050911	4	41471926	41475571	1	
ENSGALG00000052730	4	41403226	41410262	1	
ENSGALG00000051875	4	41068424	41071906	-1	
ENSGALG00000048247	31	317965	319691	1	
ENSGALG00000036163	10	20457103	20464813	1	ZNF710
ENSGALG00000000437	26	1433283	1436412	1	PGA3
ENSGALG00000025337	3	56859598	56859684	-1	
ENSGALG00000009945	1	35432767	35464430	-1	CPM
ENSGALG00000008632	3	15944552	15976454	-1	ACSS1
ENSGALG00000036095	6	1492814	1589295	-1	BICC1
ENSGALG00000044018	22	3621116	3626368	1	ISOC2
ENSGALG00000035856	25	2468024	2470555	-1	CD48
ENSGALG00000025541	3	56859181	56859317	-1	
ENSGALG00000054301	4	41024558	41131404	-1	
ENSGALG00000050037	4	40849580	41007986	-1	
ENSGALG00000047134	4	40742117	40748151	-1	
ENSGALG00000051945	4	40573352	40631722	-1	
ENSGALG00000033463	AADN05001243.1	21	3594	-1	
ENSGALG00000048533	4	39801959	39814189	1	
ENSGALG00000055042	4	39787766	39812343	-1	
ENSGALG00000047671	AADN05001372.1	2890	7570	-1	
ENSGALG00000051227	24	1465491	1467761	1	
ENSGALG00000054931	33	7248867	7250686	-1	
ENSGALG00000043103	24	167963	188765	-1	PKNOX2
ENSGALG00000047362	24	1352327	1361529	1	
ENSGALG00000049586	24	1186173	1189268	-1	
ENSGALG00000038377	24	1005794	1014040	1	
ENSGALG00000052350	AADN05001504.1	7759	19722	-1	
ENSGALG00000051470	AADN05001504.1	1387	10795	1	
ENSGALG00000054985	24	857691	863549	-1	
ENSGALG00000001805	18	4261188	4282078	1	
ENSGALG00000043787	2	136698116	136770823	1	DEPDC6
ENSGALG00000053466	24	825814	847376	-1	
ENSGALG00000050561	8	22918957	22921863	-1	
ENSGALG00000054875	AADN05001493.1	707	4583	-1	
ENSGALG00000048538	24	816119	819179	-1	
ENSGALG00000047772	8	24460433	24463400	-1	
ENSGALG00000053367	AADN05001498.1	3586	15325	1	
ENSGALG00000052236	24	769174	772937	1	
ENSGALG00000025282	3	56858367	56858451	-1	
ENSGALG00000048368	24	724454	730919	-1	
ENSGALG00000038391	8	24306274	24323332	1	
ENSGALG00000037131	30	1413471	1450243	1	
ENSGALG00000041861	15	6275510	6287842	1	TCTN1
ENSGALG00000048909	8	24116849	24130312	-1	
ENSGALG00000040713	11	18925808	18929114	1	
ENSGALG00000050565	31	314023	318481	1	
ENSGALG00000046369	24	332835	334351	-1	
ENSGALG00000051439	8	24030558	24050186	-1	
ENSGALG00000052171	24	239453	242542	1	
ENSGALG00000052491	8	23054704	23062346	1	
ENSGALG00000048045	8	22936123	22941654	1	
ENSGALG00000049910	8	22884718	22898889	-1	
ENSGALG00000054248	24	12817	30797	1	
ENSGALG00000051851	8	22871630	22880354	1	
ENSGALG00000054549	8	22865943	22868352	-1	
ENSGALG00000051059	AADN05001497.1	8420	11960	-1	
ENSGALG00000048360	AADN05001497.1	1622	7120	-1	
ENSGALG00000040937	2	125567349	125580298	1	
ENSGALG00000047016	2	91031465	91058053	1	
ENSGALG00000051936	2	90940443	90961945	-1	
ENSGALG00000054092	2	125240371	125242995	-1	
ENSGALG00000048503	AADN05001273.1	21	2013	1	
ENSGALG00000049541	2	125207619	125221454	-1	
ENSGALG00000053485	2	90481901	90489591	-1	
ENSGALG00000052263	AADN05001187.1	4001	19919	-1	
ENSGALG00000039899	AADN05001187.1	18168	20667	1	
ENSGALG00000048796	2	90367809	90370887	-1	
ENSGALG00000043096	AADN05001187.1	12605	17934	1	
ENSGALG00000050276	2	124789251	124820508	1	
ENSGALG00000050424	2	90288346	90339474	1	
ENSGALG00000051241	2	124526475	124551626	-1	
ENSGALG00000053987	2	124482268	124500607	-1	
ENSGALG00000054792	2	89864273	89869164	-1	
ENSGALG00000049251	2	124227980	124250757	-1	
ENSGALG00000047238	3	100889753	100910258	1	
ENSGALG00000054295	3	100604810	100633515	-1	
ENSGALG00000049271	2	124016668	124102534	1	
ENSGALG00000054651	3	99747694	99757821	1	
ENSGALG00000051710	3	99682926	99688876	1	
ENSGALG00000048918	3	99515681	99539592	-1	
ENSGALG00000048434	12	7664816	7695106	1	
ENSGALG00000049717	3	99459236	99474025	-1	
ENSGALG00000054255	3	99280543	99391317	1	
ENSGALG00000033579	3	99105783	99208450	-1	
ENSGALG00000054842	3	98972185	98975666	-1	
ENSGALG00000047698	AADN05001353.1	29899	31831	-1	
ENSGALG00000052714	AADN05001292.1	14785	22781	1	
ENSGALG00000047175	AADN05001292.1	1402	6092	1	
ENSGALG00000029254	AADN05001348.1	8110	15623	-1	
ENSGALG00000042692	AADN05001348.1	2319	7554	-1	
ENSGALG00000049128	10	3365307	3385815	-1	
ENSGALG00000046393	25	2461040	2465729	-1	SLAMF1
ENSGALG00000045021	2	431018	442278	-1	
ENSGALG00000053117	3	78428297	78438136	1	
ENSGALG00000054916	AADN05001225.1	2328	9095	-1	
ENSGALG00000050740	3	77304650	77306947	1	
ENSGALG00000050388	3	78977351	78979075	1	
ENSGALG00000054410	19	797352	798549	1	
ENSGALG00000049922	3	78726978	78779929	-1	
ENSGALG00000051760	19	21492	24326	1	
ENSGALG00000045264	10	2776348	2783810	-1	
ENSGALG00000047678	3	78669479	78688705	-1	
ENSGALG00000050501	10	2471825	2473092	-1	
ENSGALG00000051257	3	78559642	78564942	1	
ENSGALG00000047824	10	2191912	2215531	1	
ENSGALG00000039656	10	2087630	2092273	-1	
ENSGALG00000052704	3	78518303	78520884	1	
ENSGALG00000050769	3	78483507	78510569	1	
ENSGALG00000033887	1	61607575	61627406	1	IL17RA
ENSGALG00000010478	8	22273447	22290927	-1	STIL
ENSGALG00000052090	19	1271867	1277774	1	
ENSGALG00000051332	3	78321212	78328027	1	
ENSGALG00000052247	3	78241646	78248674	1	
ENSGALG00000052711	2	107017358	107054001	-1	
ENSGALG00000049817	3	78138450	78142047	1	
ENSGALG00000054238	3	77735018	77740966	-1	
ENSGALG00000052551	2	107294403	107298810	1	
ENSGALG00000047583	19	14833	17825	-1	
ENSGALG00000051345	19	11346	13586	-1	
ENSGALG00000039923	2	107155022	107156950	1	
ENSGALG00000049148	AADN05001476.1	6509	18219	1	
ENSGALG00000015461	1	93327859	93348148	1	
ENSGALG00000016866	1	144408607	144791819	1	FGF14
ENSGALG00000053180	31	183470	184205	-1	
ENSGALG00000001802	18	4247802	4258928	1	JMJD6
ENSGALG00000054826	2	107040122	107045815	1	
ENSGALG00000054929	2	106558120	106587050	1	
ENSGALG00000029474	2	106324490	106338771	1	
ENSGALG00000053802	2	106204829	106214042	-1	
ENSGALG00000012103	5	5779258	5836920	-1	
ENSGALG00000004550	15	6252342	6269152	-1	PPTC7
ENSGALG00000051401	22	3612898	3622311	1	RASIP1
ENSGALG00000051187	30	1405669	1409396	-1	YJU2B
ENSGALG00000048745	2	106110134	106112117	-1	
ENSGALG00000053212	2	105989984	106026816	-1	
ENSGALG00000054725	AADN05001378.1	4415	16011	1	
ENSGALG00000046523	AADN05001484.1	1486	3342	-1	
ENSGALG00000050517	AADN05001378.1	3185	15294	-1	
ENSGALG00000053355	AADN05001481.1	21	3450	-1	
ENSGALG00000042656	KZ626829.1	166960	176474	1	
ENSGALG00000031651	AADN05001418.1	936	5042	-1	
ENSGALG00000047099	AADN05001334.1	21	1523	-1	
ENSGALG00000048147	AADN05001208.1	21	3561	-1	
ENSGALG00000053221	2	95363536	95366919	1	
ENSGALG00000046900	2	94984381	94995685	1	
ENSGALG00000047428	AADN05001208.1	21	3561	1	
ENSGALG00000052378	AADN05001351.1	21	6448	1	
ENSGALG00000052018	2	94815564	94831605	1	
ENSGALG00000032841	2	94650692	94652536	1	
ENSGALG00000050364	AADN05001436.1	6061	13969	1	
ENSGALG00000051191	2	94461332	94467718	1	
ENSGALG00000048253	AADN05001276.1	2086	4326	-1	
ENSGALG00000047465	2	94449114	94460872	1	
ENSGALG00000050827	AADN05001211.1	153	6292	1	
ENSGALG00000047900	AADN05001222.1	7830	12935	1	
ENSGALG00000054724	AADN05001486.1	1552	8342	-1	
ENSGALG00000050667	AADN05001176.1	21	2089	-1	
ENSGALG00000047906	AADN05001486.1	21	8342	1	
ENSGALG00000047370	AADN05001222.1	1611	5832	1	
ENSGALG00000054806	AADN05001419.1	987	6260	-1	
ENSGALG00000049725	AADN05001433.1	1592	19626	1	
ENSGALG00000049839	AADN05001512.1	11102	13783	-1	
ENSGALG00000046486	AADN05001322.1	21	1349	-1	
ENSGALG00000053368	AADN05001236.1	21	1674	-1	
ENSGALG00000006083	10	11903990	11918958	-1	
ENSGALG00000006045	10	11857452	11901262	1	SH3GL3
ENSGALG00000006041	10	11747963	11814277	-1	BNC1
ENSGALG00000047217	6	1447378	1447410	1	
ENSGALG00000047005	2	428825	430417	-1	
ENSGALG00000027482	11	18918695	18925489	1	SNTB2
ENSGALG00000054976	22	3602509	3608251	-1	IL11
ENSGALG00000052653	13	1335704	1434738	-1	PCDHAC1
ENSGALG00000000419	26	1424151	1426410	-1	LAMTOR5
ENSGALG00000017308	1	195927366	195949522	-1	CHRDL2
ENSGALG00000047821	1	93298610	93300203	1	
ENSGALG00000049798	10	11683975	11720024	-1	HDGFL3
ENSGALG00000006027	10	11664716	11683763	1	TM6SF1
ENSGALG00000006020	10	11643180	11656460	-1	BTBD1
ENSGALG00000026607	10	11638978	11642570	-1	
ENSGALG00000006010	10	11621075	11624022	1	FAM103A1
ENSGALG00000006008	10	11559419	11588865	-1	HOMER2
ENSGALG00000006002	10	11535844	11547540	1	WHAMM
ENSGALG00000005996	10	11514677	11532698	-1	
ENSGALG00000029828	10	11510568	11510629	1	gga-mir-3540
ENSGALG00000044935	2	417866	419527	1	
ENSGALG00000034575	30	1401250	1406051	-1	MRI1
ENSGALG00000025614	10	11510505	11510635	1	
ENSGALG00000005992	10	11397441	11504013	1	PDE8A
ENSGALG00000023435	10	11349046	11362107	1	GATM
ENSGALG00000023436	10	11326310	11335670	1	HDC
ENSGALG00000023440	10	11304508	11323918	1	GABPB1
ENSGALG00000049711	10	11286821	11295600	-1	
ENSGALG00000005894	10	11279577	11302025	-1	USP8
ENSGALG00000048303	10	11274948	11277738	1	
ENSGALG00000023451	10	11241995	11274547	1	TRPM7
ENSGALG00000026117	10	11221234	11221327	-1	gga-mir-6596
ENSGALG00000031348	10	11184028	11211748	1	SPPL2A
ENSGALG00000048239	10	11170653	11180333	1	
ENSGALG00000006149	6	23273199	23275691	1	MORN4
ENSGALG00000006143	6	23266557	23272729	-1	
ENSGALG00000030120	10	11166145	11169393	-1	ITGB1BP3
ENSGALG00000032206	6	23264058	23264618	-1	
ENSGALG00000007531	6	23255380	23260563	-1	ZFYVE27
ENSGALG00000033780	10	11154128	11166446	1	
ENSGALG00000007515	6	23251548	23253727	1	SFRP5
ENSGALG00000031372	6	23244844	23250084	-1	GOLGA7B
ENSGALG00000049204	10	11145530	11151301	1	BLOC1S6
ENSGALG00000017378	6	23234581	23244586	1	CRTAC1
ENSGALG00000005703	10	11129292	11143870	-1	SLC30A4
ENSGALG00000021910	10	11118947	11119016	1	gga-mir-147
ENSGALG00000045403	6	23220481	23226512	-1	R3HCC1L
ENSGALG00000052643	10	11117010	11120725	1	C15orf48
ENSGALG00000013090	6	23213501	23218830	1	LOXL4
ENSGALG00000005682	10	11112583	11114349	1	
ENSGALG00000005673	10	11034282	11039009	1	DTWD1
ENSGALG00000028158	10	10988962	11016023	1	FGF7
ENSGALG00000007014	6	23205808	23212431	1	PYROXD2
ENSGALG00000036201	10	10905606	10954565	1	GALK2
ENSGALG00000000404	10	10883287	10904519	-1	COPS2
ENSGALG00000041362	10	10853650	10867379	-1	SECISBP2L
ENSGALG00000017419	6	23202999	23207986	1	HPS1
ENSGALG00000048077	10	10840541	10846830	-1	
ENSGALG00000007508	6	23116734	23202994	1	HPSE2
ENSGALG00000051669	7	35315026	35325744	-1	ARL5A
ENSGALG00000007489	6	23106192	23119460	-1	CNNM1
ENSGALG00000005011	10	10820876	10835698	-1	
ENSGALG00000053408	7	35272587	35278103	-1	
ENSGALG00000048828	10	10807855	10818108	-1	
ENSGALG00000050717	7	35268970	35270822	-1	
ENSGALG00000007484	6	23099863	23103500	1	GOT1
ENSGALG00000030932	6	23078002	23080276	-1	NKX2-3
ENSGALG00000007479	6	23068562	23072037	1	SLC25A28
ENSGALG00000026973	3	104848397	104859189	-1	KIF3C
ENSGALG00000001790	18	4245590	4247698	-1	METTL23
ENSGALG00000052770	10	10796874	10804921	-1	
ENSGALG00000023691	6	23064891	23068556	-1	ENTPD7
ENSGALG00000020754	6	23061953	23063322	1	ATP6V0E2
ENSGALG00000007465	6	23057823	23061814	1	COX15
ENSGALG00000002944	7	2842238	2943240	1	CPS1
ENSGALG00000037283	6	23054105	23058446	-1	CUTC
ENSGALG00000040995	7	35186646	35234514	-1	
ENSGALG00000004960	10	10623539	10768837	-1	FBN1
ENSGALG00000002921	7	2826403	2842090	-1	LANCL1
ENSGALG00000007395	6	23037359	23051416	-1	
ENSGALG00000002907	7	2795396	2813128	-1	MYL1
ENSGALG00000007304	6	23021332	23035696	1	DNMBP
ENSGALG00000038032	10	10589918	10600015	1	DUT
ENSGALG00000002891	7	2771932	2785778	-1	ACADL
ENSGALG00000053046	7	35172109	35175380	-1	
ENSGALG00000007090	6	22997062	23003524	1	CPN1
ENSGALG00000004945	10	10537715	10583316	1	SLC12A1
ENSGALG00000012484	7	35143826	35170393	1	RIF1
ENSGALG00000002866	7	2714508	2770441	-1	KANSL1L
ENSGALG00000038266	10	10527174	10532107	1	CTXN2
ENSGALG00000026105	10	10513512	10513691	-1	
ENSGALG00000012481	7	35127799	35141587	1	TNFAIP6
ENSGALG00000051397	7	2708760	2714305	1	
ENSGALG00000007078	6	22955041	22993260	1	ENTPD1
ENSGALG00000008407	12	19833087	19846617	1	IRAK2
ENSGALG00000009507	5	29011050	29062894	1	PLEKHH1
ENSGALG00000045908	2	412185	413714	1	
ENSGALG00000052856	2	408260	409390	1	
ENSGALG00000003642	14	2394173	2416757	-1	PDGFA
ENSGALG00000052980	22	3597378	3602619	1	
ENSGALG00000049898	30	1401187	1401241	-1	gga-mir-12288
ENSGALG00000012480	7	35101444	35110812	-1	NMI
ENSGALG00000032546	10	10503515	10521391	-1	MYEF2
ENSGALG00000051954	7	35095688	35100528	-1	RBM43
ENSGALG00000026313	7	35008798	35022843	-1	RND3
ENSGALG00000054722	7	34994775	34994848	1	gga-mir-1c
ENSGALG00000047297	26	1422754	1431787	1	PROK1
ENSGALG00000008651	3	15927353	15940433	-1	APMAP
ENSGALG00000052992	13	1288658	1290097	-1	
ENSGALG00000046986	22	3586133	3594012	-1	
ENSGALG00000048899	30	1400271	1401086	-1	
ENSGALG00000052814	31	139835	149354	-1	
ENSGALG00000004885	10	10495517	10503481	1	SLC24A5
ENSGALG00000031689	6	22900942	22919904	-1	
