Chicken_geneSymbol		Chicken_chromosome	Gene start (bp)	Gene end (bp)	Chicken_gene_name	Quail_geneSymbol	Quail_geneName	Quail_Chromosome	Japanese quail homology type	"Japanese quail orthology confidence [0 low, 1 high]"
ENSGALG00000031982		15	678727	684344	SDF2L1	ENSCJPG00005019013		15	ortholog_one2one	1
ENSGALG00000039479		1	53270492	53286236	BPIFC	ENSCJPG00005018190	BPIFC	1	ortholog_one2one	1
ENSGALG00000049616		3	42525653	42527287	TTLL2	ENSCJPG00005004004	TTLL2	3	ortholog_one2one	1
ENSGALG00000015073		1	81358311	81383483	TMEM39A	ENSCJPG00005017400	TMEM39A	1	ortholog_one2one	1
ENSGALG00000016329		3	88471489	88528088	AGPAT5	ENSCJPG00005007976	AGPAT5	3	ortholog_one2one	1
ENSGALG00000049260		3	42530180	42557718		ENSCJPG00005004005		3	ortholog_one2one	1
ENSGALG00000037929		33	5033336	5044090	BIN2	ENSCJPG00005004462	BIN2	LGE22C19W28_E50C23	ortholog_one2one	1
ENSGALG00000030434		15	694743	694819	gga-mir-130b	ENSCJPG00005019014		15	ortholog_one2one	1
ENSGALG00000006649		9	3818688	3823456	TMEM41A	ENSCJPG00005019193	TMEM41A	9	ortholog_one2one	1
ENSGALG00000008536		3	4274637	4294091	KLHDC3	ENSCJPG00005015449	KLHDC3	3	ortholog_one2one	1
ENSGALG00000012898		2	68242226	68316439	RELCH	ENSCJPG00005016435	RELCH	2	ortholog_one2one	1
ENSGALG00000035804		13	14167413	14171830	SQSTM1	ENSCJPG00005005275	SQSTM1	13	ortholog_one2one	1
ENSGALG00000011418		3	42572589	42580049	CCR6	ENSCJPG00005004006	CCR6	3	ortholog_one2one	1
ENSGALG00000015618		Z	63542055	63557854		ENSCJPG00005000521		Z	ortholog_one2one	1
ENSGALG00000029989		15	702332	702427	gga-mir-301a	ENSCJPG00005019015		15	ortholog_one2one	1
ENSGALG00000009297		14	14162894	14178376	TELO2	ENSCJPG00005018346	TELO2	14	ortholog_one2one	1
ENSGALG00000033082		15	703549	703644		ENSCJPG00005019016		15	ortholog_one2one	1
ENSGALG00000016332		3	88558041	88679655	MCPH1	ENSCJPG00005007987	MCPH1	3	ortholog_one2one	1
ENSGALG00000041226		4	11471654	11485646		ENSCJPG00005016929		4	ortholog_one2one	1
ENSGALG00000012006		5	54870149	54966041	RTN1	ENSCJPG00005005613	RTN1	5	ortholog_one2one	1
ENSGALG00000036443		5	22842140	22884540	FUT8	ENSCJPG00005010835	FUT8	5	ortholog_one2one	1
ENSGALG00000004506		11	8502946	8542347	URI1	ENSCJPG00005014395	URI1	11	ortholog_one2one	1
ENSGALG00000011423		3	42596925	42617901	CEP43	ENSCJPG00005004007	CEP43	3	ortholog_one2one	1
ENSGALG00000012611		1	53286579	53299252	RTCB	ENSCJPG00005018192	RTCB	1	ortholog_one2one	1
ENSGALG00000003148		7	3803059	4151276	SPAG16	ENSCJPG00005014016	SPAG16	7	ortholog_one2one	1
ENSGALG00000030051		15	746739	761662	TOP3B	ENSCJPG00005019017	TOP3B	15	ortholog_one2one	1
ENSGALG00000015069		1	81391656	81407632	B4GALT4	ENSCJPG00005017401	B4GALT4	1	ortholog_one2one	1
ENSGALG00000035602		11	8735364	8961629	ZNF536	ENSCJPG00005014399	ZNF536	11	ortholog_one2one	1
ENSGALG00000005678		12	9260248	9328729	FLNB	ENSCJPG00005013936	FLNB	12	ortholog_one2one	1
ENSGALG00000013365		28	1439512	1454067		ENSCJPG00005009765		28	ortholog_one2one	1
ENSGALG00000041612		2	122573529	122579864		ENSCJPG00005000155		2	ortholog_one2one	1
ENSGALG00000038601		9	3823425	3834615	LIPH	ENSCJPG00005019194	LIPH	9	ortholog_one2one	1
ENSGALG00000011812		4	51795704	51797389		ENSCJPG00005001878		4	ortholog_one2one	1
ENSGALG00000014711		Z	16804844	16861020	PLPP1	ENSCJPG00005001309	PLPP1	Z	ortholog_one2one	1
ENSGALG00000027714		Z	63575834	63658645	ATG10	ENSCJPG00005000682	ATG10	Z	ortholog_one2one	1
ENSGALG00000028512		6	23380202	23449798	LCOR	ENSCJPG00005019736	LCOR	6	ortholog_one2one	1
ENSGALG00000022891		1	81408455	81422616		ENSCJPG00005017403		1	ortholog_one2one	1
ENSGALG00000025274		11	8876883	8876945	gga-mir-1789	ENSCJPG00005014400		11	ortholog_one2one	1
ENSGALG00000001948		28	1454529	1467709		ENSCJPG00005009767		28	ortholog_one2one	1
ENSGALG00000011426		3	42624043	42646410	RNASET2	ENSCJPG00005004012		3	ortholog_one2one	1
ENSGALG00000012619		1	53325209	53342024	PRDM4	ENSCJPG00005018196	PRDM4	1	ortholog_one2one	1
ENSGALG00000036189		3	88592498	88638346	ANGPT2	ENSCJPG00005007988	ANGPT2	3	ortholog_one2one	1
ENSGALG00000003472		7	4153280	4189147	VWC2L	ENSCJPG00005014018	VWC2L	7	ortholog_one2one	1
ENSGALG00000039499		2	122586026	122605336	LRRCC1	ENSCJPG00005000166	LRRCC1	2	ortholog_one2one	1
ENSGALG00000017158		1	181559336	181567603	POGLUT3	ENSCJPG00005001927	POGLUT3	1	ortholog_one2one	1
ENSGALG00000004528		11	9225471	9286162	TSHZ3	ENSCJPG00005014409	TSHZ3	11	ortholog_one2one	1
ENSGALG00000021193		10	12543742	12547993	STARD5	ENSCJPG00005020265	STARD5	10	ortholog_one2one	1
ENSGALG00000004532		11	9750706	9766299	ZNF507	ENSCJPG00005014414	ZNF507	11	ortholog_one2one	1
ENSGALG00000012631		1	53343403	53357843	PWP1	ENSCJPG00005018198	PWP1	1	ortholog_one2one	1
ENSGALG00000038915		2	122608915	122621351	E2F5	ENSCJPG00005000182	E2F5	2	ortholog_one2one	1
ENSGALG00000003484		7	4211052	4254224	BARD1	ENSCJPG00005014019	BARD1	7	ortholog_one2one	1
ENSGALG00000004559		11	9773485	9799515	DPY19L3	ENSCJPG00005014415	DPY19L3	11	ortholog_one2one	1
ENSGALG00000033664		1	20276230	20312309	MOV10L1	ENSCJPG00005008441	MOV10L1	1	ortholog_one2one	1
ENSGALG00000031312		9	3833719	3837466	ANAPC13	ENSCJPG00005019196	ANAPC13	9	ortholog_one2one	1
ENSGALG00000015075		1	81425204	81452490	B3GAT1L	ENSCJPG00005017405		1	ortholog_one2one	1
ENSGALG00000006388		10	12549593	12590413	IL16	ENSCJPG00005020267	IL16	10	ortholog_one2one	1
ENSGALG00000007641		6	23470328	23489022	LDB1	ENSCJPG00005019740	LDB1	6	ortholog_one2one	1
ENSGALG00000006632		9	3837537	3855471	CEP63	ENSCJPG00005019195	CEP63	9	ortholog_one2one	1
ENSGALG00000051727		14	14177992	14181841		ENSCJPG00005018447		14	ortholog_one2one	1
ENSGALG00000017159		1	181590958	181650668	ATM	ENSCJPG00005002076	ATM	1	ortholog_one2one	1
ENSGALG00000011823		4	52507987	52651583	FAT4	ENSCJPG00005001935	FAT4	4	ortholog_one2one	1
ENSGALG00000004492		19	6669701	6722801	PIGL	ENSCJPG00005015725	PIGL	19	ortholog_one2one	1
ENSGALG00000045846		27	5584028	5593719	PDK2	ENSCJPG00005019323	PDK2	27	ortholog_one2one	1
ENSGALG00000011473		3	42691591	42928349	RPS6KA2	ENSCJPG00005004020	RPS6KA2	3	ortholog_one2one	1
ENSGALG00000034253		8	15007036	15055304	ZNF644	ENSCJPG00005008211	ZNF644	8	ortholog_one2one	1
ENSGALG00000012903		2	68316299	68448968	PIGN	ENSCJPG00005015650	PIGN	2	ortholog_one2one	1
ENSGALG00000009288		14	14178481	14188580	RNPS1	ENSCJPG00005018448	RNPS1	14	ortholog_one2one	1
ENSGALG00000021275		13	14213029	14217036	LTC4S	ENSCJPG00005005267	LTC4S	13	ortholog_one2one	1
ENSGALG00000027151		20	9822122	9830129	FKBP1A	ENSCJPG00005005861		20	ortholog_one2one	1
ENSGALG00000041101		33	5048685	5068444	GALNT6	ENSCJPG00005004445	GALNT6	LGE22C19W28_E50C23	ortholog_one2one	1
ENSGALG00000014712		Z	16883916	16926017	SLC38A9	ENSCJPG00005001322	SLC38A9	Z	ortholog_one2one	1
ENSGALG00000041520		28	1502517	1506898	YJU2	ENSCJPG00005009776	YJU2	28	ortholog_one2one	1
ENSGALG00000015077		1	81531508	81551013		ENSCJPG00005017407	ARHGAP31	1	ortholog_one2one	1
ENSGALG00000004503		19	6723506	6726879		ENSCJPG00005015726		19	ortholog_one2one	1
ENSGALG00000011483		3	42945334	42953613	MPC1L	ENSCJPG00005004032	MPC1	3	ortholog_one2one	1
ENSGALG00000029044		4	52546009	52546189		ENSCJPG00005001949		4	ortholog_one2one	1
ENSGALG00000008080		5	22998387	23015965	C1QTNF4	ENSCJPG00005010836	C1QTNF4	5	ortholog_one2one	1
ENSGALG00000003553		7	4266278	4345086	ABCA12	ENSCJPG00005014021	ABCA12	7	ortholog_one2one	1
ENSGALG00000028347		20	9829348	9834952	SDCBP2	ENSCJPG00005005854	SDCBP2	20	ortholog_one2one	1
ENSGALG00000025907		28	1514344	1527534	ZBTB7A	ENSCJPG00005009777	ZBTB7A	28	ortholog_one2one	1
ENSGALG00000032702		27	5594292	5609665	ITGA3	ENSCJPG00005019324	ITGA3	27	ortholog_one2one	1
ENSGALG00000023089		Z	63726084	63891888	SSBP2	ENSCJPG00005000692	SSBP2	Z	ortholog_one2one	1
ENSGALG00000012009		5	54996558	55000810	JKAMP	ENSCJPG00005005651	JKAMP	5	ortholog_one2one	1
ENSGALG00000051142		5	23017303	23020937	FAM180B	ENSCJPG00005010837	FAM180B	5	ortholog_one2one	1
ENSGALG00000041181		14	14230658	14236004		ENSCJPG00005018449		14	ortholog_one2one	1
ENSGALG00000000003		1	20328226	20347898	PANX2	ENSCJPG00005008442	PANX2	1	ortholog_one2one	1
ENSGALG00000037274		20	9836467	9847105	SNPH	ENSCJPG00005005852	SNPH	20	ortholog_one2one	1
ENSGALG00000044975		9	3857750	3879247	KY	ENSCJPG00005019197	KY	9	ortholog_one2one	1
ENSGALG00000052650		2	122610894	122624505	RBIS	ENSCJPG00005000188	RBIS	2	ortholog_one2one	1
ENSGALG00000042067		4	53357901	53358866	SPRY1	ENSCJPG00005001973	SPRY1	4	ortholog_one2one	1
ENSGALG00000003570		7	4368941	4386891	ATIC	ENSCJPG00005014023	ATIC	7	ortholog_one2one	1
ENSGALG00000014713		Z	16929403	16961191	DDX4	ENSCJPG00005001336	DDX4	Z	ortholog_one2one	1
ENSGALG00000008089		5	23024418	23038386	KBTBD4	ENSCJPG00005010839	KBTBD4	5	ortholog_one2one	1
ENSGALG00000015079		1	81562063	81573670	UPK1B	ENSCJPG00005017408	UPK1B	1	ortholog_one2one	1
ENSGALG00000032148		13	14243238	14260009	CANX	ENSCJPG00005005265	CANX	13	ortholog_one2one	1
ENSGALG00000029462		4	11545349	11576801		ENSCJPG00005016963		4	ortholog_one2one	1
ENSGALG00000028056		3	4298433	4301268		ENSCJPG00005015448		3	ortholog_one2one	1
ENSGALG00000020005		3	42961543	42976660	SFT2D1	ENSCJPG00005004038	SFT2D1	3	ortholog_one2one	1
ENSGALG00000006186		20	9847813	9861801	RAD21L1	ENSCJPG00005005850	RAD21L1	20	ortholog_one2one	1
ENSGALG00000030705		1	20383039	20415387	TRABD	ENSCJPG00005008445	TRABD	1	ortholog_one2one	1
ENSGALG00000034413		28	1538611	1551616	PIAS4	ENSCJPG00005009779	PIAS4	28	ortholog_one2one	1
ENSGALG00000004519		19	6739040	6751542	TRPV2	ENSCJPG00005015787	TRPV2	19	ortholog_one2one	1
ENSGALG00000011489		3	43047577	43055477	TBXT	ENSCJPG00005004058	TBXT	3	ortholog_one2one	1
ENSGALG00000031274		33	5078182	5097737	SLC4A8	ENSCJPG00005003729	SLC4A8	LGE22C19W28_E50C23	ortholog_one2one	1
ENSGALG00000011833		4	53381734	53566168	SPATA5	ENSCJPG00005002065	SPATA5	4	ortholog_one2one	1
ENSGALG00000008084		5	23026487	23031266	NDUFS3	ENSCJPG00005010838	NDUFS3	5	ortholog_one2one	1
ENSGALG00000021183		10	12600776	12605757	CFAP161	ENSCJPG00005020270	CFAP161	10	ortholog_one2one	1
ENSGALG00000039595		1	53377416	53545431	BTBD11	ENSCJPG00005018274	BTBD11	1	ortholog_one2one	1
ENSGALG00000009234		14	14236203	14243294	AMDHD2	ENSCJPG00005018450		14	ortholog_one2one	1
ENSGALG00000007590		4	11625916	11649932	MTMR8	ENSCJPG00005016965	MTMR8	4	ortholog_one2one	1
ENSGALG00000000259		20	9867069	9873205	PSMF1	ENSCJPG00005005836	PSMF1	20	ortholog_one2one	1
ENSGALG00000042837		33	5100835	5103996		ENSCJPG00005003723		LGE22C19W28_E50C23	ortholog_one2one	1
ENSGALG00000033428		2	122624567	122638462	CA13	ENSCJPG00005000189	CA13	2	ortholog_one2one	1
ENSGALG00000007181		18	9820165	9837087	PGS1	ENSCJPG00005021176	PGS1	18	ortholog_one2one	1
ENSGALG00000006609		9	3883599	3930088	EPHB1	ENSCJPG00005019198	EPHB1	9	ortholog_one2one	1
ENSGALG00000008091		5	23038606	23041095	PTPMT1	ENSCJPG00005010840	PTPMT1	5	ortholog_one2one	1
ENSGALG00000008567		3	4309807	4352759		ENSCJPG00005015443		3	ortholog_one2one	1
ENSGALG00000006399		10	12666066	12667133	TLNRD1	ENSCJPG00005020275	TLNRD1	10	ortholog_one2one	1
ENSGALG00000015616		Z	63906538	63937293	ACOT12	ENSCJPG00005000706	ACOT12	Z	ortholog_one2one	1
ENSGALG00000009752		2	24691867	24702573	C1GALT1	ENSCJPG00005011527	C1GALT1	2	ortholog_one2one	1
ENSGALG00000020741		6	23501555	23504014	HPS6	ENSCJPG00005019741	HPS6	6	ortholog_one2one	1
ENSGALG00000016740		1	131975543	132105662	OCA2	ENSCJPG00005019660	OCA2	1	ortholog_one2one	1
ENSGALG00000035230		3	89801439	90172395	CSMD1	ENSCJPG00005008081	CSMD1	3	ortholog_one2one	1
ENSGALG00000006600		9	4278717	4281923	A4GNT	ENSCJPG00005019206	A4GNT	9	ortholog_one2one	1
ENSGALG00000033700		2	122678180	122689749	CA3A	ENSCJPG00005000209		2	ortholog_one2one	1
ENSGALG00000033884		28	1553131	1561535	EEF2	ENSCJPG00005009780	EEF2	28	ortholog_one2one	1
ENSGALG00000011537		3	43276034	43439484	PDE10A	ENSCJPG00005004075	PDE10A	3	ortholog_one2one	1
ENSGALG00000006403		10	12677503	12683390	MESDC2	ENSCJPG00005020277	MESD	10	ortholog_one2one	1
ENSGALG00000015603		Z	63940607	63946893	ZCCHC9	ENSCJPG00005000711	ZCCHC9	Z	ortholog_one2one	1
ENSGALG00000006597		9	4285878	4290793	DZIP1L	ENSCJPG00005019207	DZIP1L	9	ortholog_one2one	1
ENSGALG00000041878		33	5116552	5120291	AQP5	ENSCJPG00005003722	AQP5	LGE22C19W28_E50C23	ortholog_one2one	1
ENSGALG00000007658		6	23504471	23608495	ARMH3	ENSCJPG00005019742	ARMH3	6	ortholog_one2one	1
ENSGALG00000004648		11	9853569	9857087	PDCD5	ENSCJPG00005014436	PDCD5	11	ortholog_one2one	1
ENSGALG00000006593		9	4296019	4304376	CLDN18	ENSCJPG00005019208	CLDN18	9	ortholog_one2one	1
ENSGALG00000011834		4	53561954	53577563	NUDT6	ENSCJPG00005003263	NUDT6	4	ortholog_one2one	1
ENSGALG00000009229		14	14249705	14260962	ATP6V0C	ENSCJPG00005018451	ATP6V0C	14	ortholog_one2one	1
ENSGALG00000037975		2	122705158	122724398	CA3B	ENSCJPG00005000219		2	ortholog_one2one	1
ENSGALG00000037878		33	5128764	5133194	AQP2	ENSCJPG00005003721	AQP2	LGE22C19W28_E50C23	ortholog_one2one	1
ENSGALG00000011450		13	14271909	14274538		ENSCJPG00005005264		13	ortholog_one2one	1
ENSGALG00000040069		8	15109602	15112455	BARHL2	ENSCJPG00005008213	BARHL2	8	ortholog_one2one	1
ENSGALG00000012011		5	55000990	55004165	L3HYPDH	ENSCJPG00005005653	L3HYPDH	5	ortholog_one2one	1
ENSGALG00000006413		10	12689664	12736649	CEMIP	ENSCJPG00005020279	CEMIP	10	ortholog_one2one	1
ENSGALG00000037352		9	4377193	4378149	SOX14	ENSCJPG00005019210	SOX14	9	ortholog_one2one	1
ENSGALG00000008097		5	23040708	23093179	CELF1	ENSCJPG00005010841	CELF1	5	ortholog_one2one	1
ENSGALG00000012638		1	53591410	53626354	CRY1	ENSCJPG00005018276	CRY1	1	ortholog_one2one	1
ENSGALG00000010259		2	24710268	24768511	COL28A1	ENSCJPG00005011528	COL28A1	2	ortholog_one2one	1
ENSGALG00000048332		5	55002390	55005562	GPR135	ENSCJPG00005005656	GPR135	5	ortholog_one2one	1
ENSGALG00000023640		20	9886560	9892837	RSPO4	ENSCJPG00005005835	RSPO4	20	ortholog_one2one	1
ENSGALG00000027786		18	9837554	9839601	SOCS3	ENSCJPG00005021175	SOCS3	18	ortholog_one2one	1
ENSGALG00000007594		4	11654023	11659535	ASB12	ENSCJPG00005016968	ASB12	4	ortholog_one2one	1
ENSGALG00000015602		Z	63955273	63976950	CKMT2	ENSCJPG00005000716	CKMT2	Z	ortholog_one2one	1
ENSGALG00000035156		4	91002966	91042364	DCTN1	ENSCJPG00005006847		KQ966658.1	ortholog_one2one	1
ENSGALG00000006113		8	15351257	15372541	ZNF326	ENSCJPG00005008227	ZNF326	8	ortholog_one2one	1
ENSGALG00000006574		9	4516570	4520368	CRYGS	ENSCJPG00005019211	CRYGS	9	ortholog_one2one	1
ENSGALG00000031615		33	5144398	5159038	FAIM2	ENSCJPG00005003704	FAIM2	LGE22C19W28_E50C23	ortholog_one2one	1
ENSGALG00000001501		15	801554	828953	MAPK3	ENSCJPG00005019019	MAPK1	15	ortholog_one2one	1
ENSGALG00000009217		14	14270201	14295203	TBC1D24	ENSCJPG00005018452		14	ortholog_one2one	1
ENSGALG00000004671		11	9860328	9900923	ANKRD27	ENSCJPG00005014437	ANKRD27	11	ortholog_one2one	1
ENSGALG00000027822		18	9853301	9856295		ENSCJPG00005021174		18	ortholog_one2one	1
ENSGALG00000006566		9	4522384	4530759	TBCCD1	ENSCJPG00005019212	TBCCD1	9	ortholog_one2one	1
ENSGALG00000000109		18	9856717	9860064	AFMID	ENSCJPG00005021173	AFMID	18	ortholog_one2one	1
ENSGALG00000040755		20	9893704	9900319	ANGPT4	ENSCJPG00005005834	ANGPT4	20	ortholog_one2one	1
ENSGALG00000030800		Z	16981247	17014499	IL31RA	ENSCJPG00005001341	IL31RA	Z	ortholog_one2one	1
ENSGALG00000010699		2	24774072	24786862	MIOS	ENSCJPG00005011529	MIOS	2	ortholog_one2one	1
ENSGALG00000025600		28	1557065	1557134		ENSCJPG00005009781		28	ortholog_one2one	1
ENSGALG00000026007		17	5699487	5702190	DOLK	ENSCJPG00005020310	DOLK	17	ortholog_one2one	1
ENSGALG00000007599		4	11668128	11671967	AMER1	ENSCJPG00005016971	AMER1	4	ortholog_one2one	1
ENSGALG00000037733		28	1561863	1566931		ENSCJPG00005009782		28	ortholog_one2one	1
ENSGALG00000043400		33	5164024	5168544	BCDIN3D	ENSCJPG00005003702	BCDIN3D	LGE22C19W28_E50C23	ortholog_one2one	1
ENSGALG00000017163		1	181673539	181685617	ACAT1	ENSCJPG00005003434	ACAT1	1	ortholog_one2one	1
ENSGALG00000025751		28	1567936	1574937	NMRK2	ENSCJPG00005009783	NMRK2	28	ortholog_one2one	1
ENSGALG00000020805		8	15392220	15422149	LRRC8D	ENSCJPG00005008228	LRRC8D	8	ortholog_one2one	1
ENSGALG00000039634		33	5188564	5202555	KRT80	ENSCJPG00005003693	KRT80	LGE22C19W28_E50C23	ortholog_one2one	1
ENSGALG00000007608		4	11685188	11872215	ARHGEF9	ENSCJPG00005016977	ARHGEF9	4	ortholog_one2one	1
ENSGALG00000030781		2	122766240	122822370	CA2	ENSCJPG00005000223	CA2	2	ortholog_one2one	1
ENSGALG00000041042		1	132259464	132561163	GABRG3	ENSCJPG00005019689	GABRG3	1	ortholog_one2one	1
ENSGALG00000007191		18	9860348	9863127	TK1	ENSCJPG00005021172	TK1	18	ortholog_one2one	1
ENSGALG00000010700		2	24790712	24793994	RPA3	ENSCJPG00005011530	RPA3	2	ortholog_one2one	1
ENSGALG00000029072		14	14359154	14386623	NTN3	ENSCJPG00005018454	NTN3	14	ortholog_one2one	1
ENSGALG00000015598		Z	63986799	64109277	RASGRF2	ENSCJPG00005000719	RASGRF2	Z	ortholog_one2one	1
ENSGALG00000034868		33	5216371	5226040	KRT7	ENSCJPG00005003690		LGE22C19W28_E50C23	ortholog_one2one	1
ENSGALG00000006194		20	9910901	9915465	SLC52A3	ENSCJPG00005005832	SLC52A3	20	ortholog_one2one	1
ENSGALG00000006170		8	15464547	15478321	LRRC8C	ENSCJPG00005008243	LRRC8C	8	ortholog_one2one	1
ENSGALG00000039541		17	5730631	5755696	SH3GLB2	ENSCJPG00005020363	SH3GLB2	17	ortholog_one2one	1
ENSGALG00000017165		1	181692016	181714409	CUL5	ENSCJPG00005003447	CUL5	1	ortholog_one2one	1
ENSGALG00000031120		13	14281528	14298022	HNRNPH2	ENSCJPG00005005262		13	ortholog_one2one	1
ENSGALG00000005688		12	9331542	9335224	DNASE1L3	ENSCJPG00005013937	DNASE1L3	12	ortholog_one2one	1
ENSGALG00000007666		6	23613017	23634385	KCNIP2	ENSCJPG00005019751	KCNIP2	6	ortholog_one2one	1
ENSGALG00000006564		9	4531072	4544764		ENSCJPG00005019213		9	ortholog_one2one	1
ENSGALG00000021171		10	12742813	12791419		ENSCJPG00005020288		10	ortholog_one2one	1
ENSGALG00000023189		2	24794127	24862531	UMAD1	ENSCJPG00005011535	UMAD1	2	ortholog_one2one	1
ENSGALG00000015084		1	81625126	81711797	IGSF11	ENSCJPG00005017409	IGSF11	1	ortholog_one2one	1
ENSGALG00000018302		23	5080066	5080154	gga-mir-30c-1	ENSCJPG00005017276	MIR30C1	23	ortholog_one2one	1
ENSGALG00000052223		15	846449	859774	YPEL1	ENSCJPG00005019020	YPEL1	15	ortholog_one2one	1
ENSGALG00000006167		8	15496216	15521468	LRRC8B	ENSCJPG00005008244	LRRC8B	8	ortholog_one2one	1
ENSGALG00000034294		2	122936917	122954777	ATP6V0D2	ENSCJPG00005000234	ATP6V0D2	2	ortholog_one2one	1
ENSGALG00000038708		23	5088088	5103045	KCNQ4	ENSCJPG00005017277	KCNQ4	23	ortholog_one2one	1
ENSGALG00000016744		1	132566482	132611904	GABRA5	ENSCJPG00005019690	GABRA5	1	ortholog_one2one	1
ENSGALG00000038467		1	20448935	20462470	SELENOO	ENSCJPG00005008556	SELENOO	1	ortholog_one2one	1
ENSGALG00000005696		12	9340653	9350933	ABHD6	ENSCJPG00005013938	ABHD6	12	ortholog_one2one	1
ENSGALG00000006420		10	12796230	12826671	ABHD17C	ENSCJPG00005020316	ABHD17C	10	ortholog_one2one	1
ENSGALG00000032156		1	20464869	20488213	TUBGCP6	ENSCJPG00005008557	TUBGCP6	1	ortholog_one2one	1
ENSGALG00000028912		20	9917640	9920382	SCRT2	ENSCJPG00005005831	SCRT2	20	ortholog_one2one	1
ENSGALG00000006547		9	4549402	4551224	PROCR	ENSCJPG00005019224		9	ortholog_one2one	1
ENSGALG00000039817		14	14405252	14405875	NOG2	ENSCJPG00005018455		14	ortholog_one2one	1
ENSGALG00000005701		12	9362450	9382321	IP6K2	ENSCJPG00005013939	IP6K2	12	ortholog_one2one	1
ENSGALG00000042052		15	859517	928110	PPIL2	ENSCJPG00005019021	PPIL2	15	ortholog_one2one	1
ENSGALG00000054306		20	9922494	9923968	SRXN1	ENSCJPG00005005830	SRXN1	20	ortholog_one2one	1
ENSGALG00000017167		1	181760889	181778160	SLC35F2	ENSCJPG00005003450	SLC35F2	1	ortholog_one2one	1
ENSGALG00000029392		1	132652407	132762481	GABRB3	ENSCJPG00005019691	GABRB3	1	ortholog_one2one	1
ENSGALG00000006188		8	15524413	15545438	KYAT3	ENSCJPG00005008245	KYAT3	8	ortholog_one2one	1
ENSGALG00000035972		33	5241761	5245597	KRT75	ENSCJPG00005003682		LGE22C19W28_E50C23	ortholog_one2one	1
ENSGALG00000014716		Z	17026875	17060827	IL6ST	ENSCJPG00005001351	IL6ST	Z	ortholog_one2one	1
ENSGALG00000001812		28	1582029	1594481	ATCAY	ENSCJPG00005009817	ATCAY	28	ortholog_one2one	1
ENSGALG00000007697		6	23634965	23658886	MGEA5	ENSCJPG00005019752	OGA	6	ortholog_one2one	1
ENSGALG00000009205		14	14438034	14559559		ENSCJPG00005018456		14	ortholog_one2one	1
ENSGALG00000008597		3	4363776	4365845		ENSCJPG00005015441		3	ortholog_one2one	1
ENSGALG00000001806		28	1615042	1616784		ENSCJPG00005009818		28	ortholog_one2one	1
ENSGALG00000003578		7	4388774	4439109	FN1	ENSCJPG00005014024	FN1	7	ortholog_one2one	1
ENSGALG00000008100		5	23098904	23108100	RAPSN	ENSCJPG00005010842	RAPSN	5	ortholog_one2one	1
ENSGALG00000021647		28	1622219	1636765	NRTN	ENSCJPG00005009820	NRTN	28	ortholog_one2one	1
ENSGALG00000032730		4	91041351	91046141	NOP56	ENSCJPG00005006827	NOP56	KQ966658.1	ortholog_one2one	1
ENSGALG00000006445		10	12854642	12928455	ARNT2	ENSCJPG00005020317	ARNT2	10	ortholog_one2one	1
ENSGALG00000045023		27	5622478	5625191		ENSCJPG00005019327		27	ortholog_one2one	1
ENSGALG00000010708		2	24954107	25024569	ICA1	ENSCJPG00005011548	ICA1	2	ortholog_one2one	1
ENSGALG00000015589		Z	64140404	64257195	MSH3	ENSCJPG00005000723	MSH3	Z	ortholog_one2one	1
ENSGALG00000040620		1	82041116	83002376	LSAMP	ENSCJPG00005017420	LSAMP	1	ortholog_one2one	1
ENSGALG00000026276		20	9927639	9930059	TCF15	ENSCJPG00005005829	TCF15	20	ortholog_one2one	1
ENSGALG00000004613		19	6774396	6787281	P2RX5	ENSCJPG00005015823		19	ortholog_one2one	1
ENSGALG00000017715		23	5106695	5112284	TINAGL1	ENSCJPG00005017279	TINAGL1	23	ortholog_one2one	1
ENSGALG00000012639		1	53628604	53634012	MTERF2	ENSCJPG00005018278	MTERF2	1	ortholog_one2one	1
ENSGALG00000009944		27	5705152	5717075	KAT7	ENSCJPG00005019328	KAT7	27	ortholog_one2one	1
ENSGALG00000011560		3	44391258	44584053	PACRG	ENSCJPG00005004398	PACRG	3	ortholog_one2one	1
ENSGALG00000004675		11	9900952	9905204	RGS9BP	ENSCJPG00005014438	RGS9BP	11	ortholog_one2one	1
ENSGALG00000027902		18	9863365	9865580	SYNGR2	ENSCJPG00005021171	SYNGR2	18	ortholog_one2one	1
ENSGALG00000040519		23	5114632	5116781	PEF1	ENSCJPG00005017280	PEF1	23	ortholog_one2one	1
ENSGALG00000012640		1	53635743	53648531	TMEM263	ENSCJPG00005018279	TMEM263	1	ortholog_one2one	1
ENSGALG00000026757		Z	64257247	64273299	DHFR	ENSCJPG00005000728		Z	ortholog_one2one	1
ENSGALG00000007646		4	11924118	12042777		ENSCJPG00005016989		4	ortholog_one2one	1
ENSGALG00000029498		11	9911033	9914941	NUDT19	ENSCJPG00005014439	NUDT19	11	ortholog_one2one	1
